adtEndDd,adtFrDd,clCd,clCdNm,curAmt,npayCd,npayKorNm,sgguCd,sgguCdNm,sidoCd,sidoCdNm,sno,urlAddr,yadmNm,yadmNpayCdNm,ykiho
99991231,20250903,28,요양병원,10000,PDZ070001,제증명수수료/장애 정도 심사용 진단서/신체적장애,210001,부산남구,210000,부산,7,http://www.grandnature.kr,그랜드자연요양병원,장애진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,3000,PDZ090002,제증명수수료/확인서/입퇴원,210001,부산남구,210000,부산,8,http://www.grandnature.kr,그랜드자연요양병원,입퇴원확인서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,10000,PDZ110004,제증명수수료/진료기록영상/CD,210001,부산남구,210000,부산,16,http://www.grandnature.kr,그랜드자연요양병원,영상CD복사,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,3000,PDZ090004,제증명수수료/확인서/통원,210001,부산남구,210000,부산,9,http://www.grandnature.kr,그랜드자연요양병원,통원확인서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,1000,PDZ160000,제증명수수료/제증명서 사본,210001,부산남구,210000,부산,21,http://www.grandnature.kr,그랜드자연요양병원,제증명서사본,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,10000,PDZ030000,제증명수수료/사망진단서,210001,부산남구,210000,부산,6,http://www.grandnature.kr,그랜드자연요양병원,사망진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,3000,PDZ090007,제증명수수료/확인서/진료,210001,부산남구,210000,부산,10,http://www.grandnature.kr,그랜드자연요양병원,진료확인서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,20000,PDE010001,제증명수수료/영문진단서/일반,210001,부산남구,210000,부산,14,http://www.grandnature.kr,그랜드자연요양병원,영문진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,1000,PDZ170000,제증명수수료/장애인증명서,210001,부산남구,210000,부산,18,http://www.grandnature.kr,그랜드자연요양병원,장애인증명서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,20000,ABZ020001,상급병실료/2인실,210001,부산남구,210000,부산,2,http://www.grandnature.kr,그랜드자연요양병원,상급병실료,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,1000,PDZ110101,제증명수수료/진료기록사본/1~5매,210001,부산남구,210000,부산,19,http://www.grandnature.kr,그랜드자연요양병원,진료기록사본1,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,20000,PDZ010000,제증명수수료/진단서/일반,210001,부산남구,210000,부산,3,http://www.grandnature.kr,그랜드자연요양병원,진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,20000,PDZ010001,제증명수수료/진단서/건강,210001,부산남구,210000,부산,4,http://www.grandnature.kr,그랜드자연요양병원,건강진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,10000,PDZ010002,제증명수수료/진단서/근로능력평가용,210001,부산남구,210000,부산,5,http://www.grandnature.kr,그랜드자연요양병원,근로능력평가용진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,100,PDZ110102,제증명수수료/진료기록사본/6매 이상,210001,부산남구,210000,부산,20,http://www.grandnature.kr,그랜드자연요양병원,진료기록사본2,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,28,요양병원,30000,ABZ010001,상급병실료/1인실,210001,부산남구,210000,부산,1,http://www.grandnature.kr,그랜드자연요양병원,상급병실료,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,100,PDZ110102,제증명수수료/진료기록사본/6매 이상,210001,부산남구,210000,부산,1,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,의무기록사본1장,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,40000,PDZ070002,제증명수수료/장애 정도 심사용 진단서/정신적장애,210001,부산남구,210000,부산,8,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,정신지체 및 발달장애진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,15000,PDZ100000,제증명수수료/국민연금 장애 심사용 진단서,210001,부산남구,210000,부산,4,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,국민연금 장애 진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,10000,PDZ010002,제증명수수료/진단서/근로능력평가용,210001,부산남구,210000,부산,10,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,근로능력평가용진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,20000,PDZ080000,제증명수수료/병무용진단서,210001,부산남구,210000,부산,7,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,병사용진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,1000,PDZ090002,제증명수수료/확인서/입퇴원,210001,부산남구,210000,부산,6,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,입퇴원확인서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,15000,PDZ070001,제증명수수료/장애 정도 심사용 진단서/신체적장애,210001,부산남구,210000,부산,9,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,장애진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,1000,PDZ160000,제증명수수료/제증명서 사본,210001,부산남구,210000,부산,3,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,제증명 사본,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,1000,PDZ090007,제증명수수료/확인서/진료,210001,부산남구,210000,부산,5,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,외래진료확인서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,10000,PDZ010000,제증명수수료/진단서/일반,210001,부산남구,210000,부산,11,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,일반진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,29,정신병원,1000,PDZ110101,제증명수수료/진료기록사본/1~5매,210001,부산남구,210000,부산,2,https://ganahospital.co.kr/sub/?pid=use-6&category=certificate,의료법인인혜의료재단가나병원,의무기록사본기본료,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,23000,CZ3940000,검체검사료/인플루엔자 A·B 바이러스항원검사[현장검사],210001,부산남구,210000,부산,72,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,인플루엔자 A·B 바이러스항원검사 [현장검사],JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,30000,3Z5201101,예방접종료/인플루엔자(독감)/스카이셀플루4가프리필드시린지,210001,부산남구,210000,부산,92,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,스카이셀플루4가프리필드시린지(인플루엔자백신),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,150000,MZ0120000,이학요법료/비침습적 무통증 신호요법,210001,부산남구,210000,부산,12,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,비침습적 무통증 신호요법-Pain block 1,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,70000,MX1220000,이학요법료/도수치료,210001,부산남구,210000,부산,103,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,도수치료 [재활치료실],JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,210001,부산남구,210000,부산,37,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,영문진단서(추가1매당),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,3000,PDZ090002,제증명수수료/확인서/입퇴원,210001,부산남구,210000,부산,52,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,입퇴원확인증,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,300000,ABZ010001,상급병실료/1인실,210001,부산남구,210000,부산,7,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,병실차액(1인실),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,100000,EB4710000,"초음파검사료(진단초음파)/근골격, 연부-연부조직 초음파/정밀 ",210001,부산남구,210000,부산,84,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,(RM)CA-Musculoskeletal Sono(비급여),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,30000,EB5610000,초음파 검사료(유도 초음파)/유도초음파/Ⅰ,210001,부산남구,210000,부산,82,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,(RM)Sono Guided Injection 근골격계(비급여),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,1000,PDZ110101,제증명수수료/진료기록사본/1~5매,210001,부산남구,210000,부산,55,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,진료기록사본 1~5매(1장당),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,3000,PDZ090004,제증명수수료/확인서/통원,210001,부산남구,210000,부산,53,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,외래진료확인증,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,20000,PDZ080000,제증명수수료/병무용진단서,210001,부산남구,210000,부산,32,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,병무용진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,40000,PDZ070002,제증명수수료/장애 정도 심사용 진단서/정신적장애,210001,부산남구,210000,부산,41,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,"동사무소 장애진단서(지적,자폐)",JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,40000,EZ8680000,기능 검사료(순환기 기능 검사)/동맥경화도검사(맥파전달속도측정),210001,부산남구,210000,부산,1,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,동맥경화협착(ABI & PWV Test),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,100000,MX1220000,이학요법료/도수치료,210001,부산남구,210000,부산,11,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,도수치료2(암) [1일당],JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250910,21,병원,45000,MZ0060000,이학요법료/언어치료,210001,부산남구,210000,부산,21,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,언어치료3,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,15000,MZ0010000,이학요법료/FIMS(Functional Intramuscular Stimulation),210001,부산남구,210000,부산,76,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,근육내전기자극치료 1부위,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,210001,부산남구,210000,부산,49,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,수술확인서(추가1매당),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,200000,ABZ010001,상급병실료/1인실,210001,부산남구,210000,부산,104,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,병실차액(1인실B),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,210001,부산남구,210000,부산,71,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,재원확인서(추가1매당),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250910,21,병원,100000,FZ6890000,기능 검사료(신경계 기능검사)/언어전반진단검사,210001,부산남구,210000,부산,5,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,언어전반진단검사,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,210001,부산남구,210000,부산,38,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,병무용진단서(사본),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250910,21,병원,90000,MZ0060000,이학요법료/언어치료,210001,부산남구,210000,부산,20,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,언어치료2,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,210001,부산남구,210000,부산,39,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,사망진단서(추가1매당),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,10000,PDZ010002,제증명수수료/진단서/근로능력평가용,210001,부산남구,210000,부산,29,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,근로능력평가용진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,180000,MZ0120000,이학요법료/비침습적 무통증 신호요법,210001,부산남구,210000,부산,13,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,비침습적 무통증 신호요법-Pain block 2,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,40000,FZ6810000,기능 검사료(신경계 기능검사)/교감신경피부반응검사,210001,부산남구,210000,부산,3,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,교감신경피부반응검사(SSR),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,150000,MX1220000,이학요법료/도수치료,210001,부산남구,210000,부산,10,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,도수치료1(암) [1일당],JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,50000,MZ0090000,이학요법료/전산화 인지재활치료[주의·기억],210001,부산남구,210000,부산,75,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,전산화인지재활치료[주의·기억]Ⅱ,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,35000,MZ0090000,이학요법료/전산화 인지재활치료[주의·기억],210001,부산남구,210000,부산,22,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,전산화 인지재활치료[주의·기억],JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,40000,PDZ010003,제증명수수료/채용신체 검사서/공무원,210001,부산남구,210000,부산,31,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,채용신체검사서(공무원),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,50000,MX1220000,이학요법료/도수치료,210001,부산남구,210000,부산,14,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,도수치료 [1일당],JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,100,PDZ110102,제증명수수료/진료기록사본/6매 이상,210001,부산남구,210000,부산,56,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,진료기록사본 6매 이상(1장당),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,210001,부산남구,210000,부산,58,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,일반진단서(추가1매당),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,10000,PDZ110004,제증명수수료/진료기록영상/CD,210001,부산남구,210000,부산,64,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,의료영상복사,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,20000,PDZ010000,제증명수수료/진단서/일반,210001,부산남구,210000,부산,57,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,일반진단서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,210001,부산남구,210000,부산,51,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,통원확인서(추가1매당),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,150000,PDZ020002,제증명수수료/상해진단서/3주 이상,210001,부산남구,210000,부산,34,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,상해진단서(3주이상),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,20000,EB4020000,초음파검사료(기본초음파)/단순초음파/Ⅱ,210001,부산남구,210000,부산,79,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,(GS)단순 초음파(비급여),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,90000,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],210001,부산남구,210000,부산,101,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,체외충격파치료 4000타,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,3000,PDZ090002,제증명수수료/확인서/입퇴원,210001,부산남구,210000,부산,54,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,재원확인서,JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
99991231,20250903,21,병원,50000,PDZ140001,제증명수수료/향후진료비추정서/천만원 미만,210001,부산남구,210000,부산,43,http://bshh.or.kr/page/sub01/sub0303.php?tno=&ctnum=0,의료법인정화의료재단봉생힐링병원,향후진료비추정서(1천만원미만),JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
