adtEndDd,adtFrDd,clCd,clCdNm,curAmt,npayCd,npayKorNm,sgguCd,sgguCdNm,sidoCd,sidoCdNm,sno,yadmNm,yadmNpayCdNm,ykiho,urlAddr
99991231,20251118,21,병원,680000,HE1150000,자기공명영상진단료(MRI-기본검사)/근골격계-견관절/일반,110001,강남구,110000,서울,9,하병원,MRI Shoulder,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1170000,자기공명영상진단료(MRI-기본검사)/근골격계-수관절/일반,110001,강남구,110000,서울,31,하병원,MRI LT HAND,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1160000,자기공명영상진단료(MRI-기본검사)/근골격계-주관절/일반,110001,강남구,110000,서울,29,하병원,MRI(B) Elbow,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,200000,EB4890000,초음파검사료(진단초음파)/혈관-사지혈관 도플러 초음파/하지 정맥류,110001,강남구,110000,서울,5,하병원,SONO-Doppler Lower Extremity-Unilateral,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,100,PDZ110102,제증명수수료/진료기록사본/6매 이상,110001,강남구,110000,서울,18,하병원,진료기록사본 (6매 이상),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,100000,EB5630000,초음파 검사료(유도 초음파)/유도초음파/Ⅲ,110001,강남구,110000,서울,27,하병원,유도초음파III,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,220000,MX1220000,이학요법료/도수치료,110001,강남구,110000,서울,12,하병원,도수치료 B,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1090000,자기공명영상진단료(MRI-기본검사)/척추-경추/일반,110001,강남구,110000,서울,8,하병원,MRI(B) C-Spine,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,150000,EZ9850000,초음파 검사료(유도 초음파)/수술 중 초음파,110001,강남구,110000,서울,24,하병원,(BPB) 수술 중 초음파,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,50000,EB5610000,초음파 검사료(유도 초음파)/유도초음파/Ⅰ,110001,강남구,110000,서울,25,하병원,유도초음파I,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,3000,PDZ090004,제증명수수료/확인서/통원,110001,강남구,110000,서울,16,하병원,통원확인서,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,280000,ABZ010001,상급병실료/1인실,110001,강남구,110000,서울,21,하병원,병원 1인실 입원료,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,1000,PDZ110101,제증명수수료/진료기록사본/1~5매,110001,강남구,110000,서울,17,하병원,진료기록사본 (1~5매),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,150000,MY1420000,이학요법료/증식치료/사지관절부위,110001,강남구,110000,서울,37,하병원,증식치료(중관절부위),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,110000,MX1220000,이학요법료/도수치료,110001,강남구,110000,서울,13,하병원,도수치료 A,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,20000,PDZ010000,제증명수수료/진단서/일반,110001,강남구,110000,서울,14,하병원,일반진단서,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,250000,MY1420000,이학요법료/증식치료/사지관절부위,110001,강남구,110000,서울,39,하병원,증식치료(대관절부위),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,50000,MY1420000,이학요법료/증식치료/사지관절부위,110001,강남구,110000,서울,35,하병원,증식치료(소관절부위),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1230000,자기공명영상진단료(MRI-기본검사)/근골격계-관절외 하지/일반,110001,강남구,110000,서울,34,하병원,Lower Extrimity MRI,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1220000,자기공명영상진단료(MRI-기본검사)/근골격계-관절외 상지/일반,110001,강남구,110000,서울,33,하병원,MRI(B) Upper Extrimity,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,78000,CZ2460000,검체검사료/허혈성 변형 알부민 검사,110001,강남구,110000,서울,2,하병원,허혈성 변형 알부민 검사(IMA),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1170000,자기공명영상진단료(MRI-기본검사)/근골격계-수관절/일반,110001,강남구,110000,서울,30,하병원,MRI RT HAND,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1200000,자기공명영상진단료(MRI-기본검사)/근골격계-슬관절/일반,110001,강남구,110000,서울,10,하병원,MRI Knee,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,400000,EB4890000,초음파검사료(진단초음파)/혈관-사지혈관 도플러 초음파/하지 정맥류,110001,강남구,110000,서울,6,하병원,SONO-Doppler Lower Extremity-Both,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,400000,HE4200000,자기공명영상진단료(MRI-기본검사)/근골격계-슬관절/제한적 MRI(방사선 치료범위 및 위치결정 등) ,110001,강남구,110000,서울,22,하병원,MRI Limited Knee,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1210000,자기공명영상진단료(MRI-기본검사)/근골격계-발목관절/일반,110001,강남구,110000,서울,32,하병원,MRI Ankle,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,275000,EB4320000,초음파검사료(진단초음파)/심장-경흉부 심초음파/일반,110001,강남구,110000,서울,3,하병원,SONO-Echocardiogram,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,100000,MY1420000,이학요법료/증식치료/사지관절부위,110001,강남구,110000,서울,36,하병원,증식치료(소-중관절부위),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,200000,MY1420000,이학요법료/증식치료/사지관절부위,110001,강남구,110000,서울,38,하병원,증식치료(중-대관절부위),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1010001,자기공명영상진단료(MRI-기본검사)/뇌/일반,110001,강남구,110000,서울,7,하병원,Brain MRI,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,75000,EB5620000,초음파 검사료(유도 초음파)/유도초음파/Ⅱ,110001,강남구,110000,서울,26,하병원,유도초음파II,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,10000,PDZ110004,제증명수수료/진료기록영상/CD,110001,강남구,110000,서울,19,하병원,진료기록영상 (CD),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,110001,강남구,110000,서울,20,하병원,제증명서 사본,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,3000,PDZ090002,제증명수수료/확인서/입퇴원,110001,강남구,110000,서울,15,하병원,입퇴원 확인서,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251127,21,병원,220000,EB4820000,초음파검사료(진단초음파)/혈관-두개외 혈관 도플러 초음파/경동맥,110001,강남구,110000,서울,4,하병원,SONO-Carotid artery,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,150000,EB4700000,"초음파검사료(진단초음파)/근골격, 연부-연부조직 초음파/일반",110001,강남구,110000,서울,23,하병원,"SONO-근골격, 연부-연부조직 초음파(비급여)",JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20251118,21,병원,680000,HE1110000,자기공명영상진단료(MRI-기본검사)/척추-요천추/일반,110001,강남구,110000,서울,28,하병원,L-S SPINE MRI,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,
99991231,20250903,21,병원,40000,EB4620000,"초음파검사료(진단초음파)/근골격, 연부-관절 초음파/발가락 ",110001,강남구,110000,서울,44,청담병원,"근골격,연부-관절 일반초음파-발가락(편측)",JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,10000,PDZ110004,제증명수수료/진료기록영상/CD,110001,강남구,110000,서울,20,청담병원,CD복사,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,40000,EB4610000,"초음파검사료(진단초음파)/근골격, 연부-관절 초음파/손가락 ",110001,강남구,110000,서울,43,청담병원,"근골격,연부-관절 일반초음파-손가락(편측)",JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,320000,ABZ010001,상급병실료/1인실,110001,강남구,110000,서울,3,청담병원,1인실(B),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,100000,PDZ140002,제증명수수료/향후진료비추정서/천만원 이상,110001,강남구,110000,서울,25,청담병원,향후진료비추정서(천만원이상),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,110001,강남구,110000,서울,29,청담병원,사망진단서 사본,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,40000,PDZ100000,제증명수수료/국민연금 장애 심사용 진단서,110001,강남구,110000,서울,18,청담병원,국민연금 장애 심사용 진단서,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,90000,FZ6850000,기능 검사료(신경계 기능검사)/섭식장애평가,110001,강남구,110000,서울,86,청담병원,섭식장애평가,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,50000,SZ0840000,처치 및 수술료(근골)/체외충격파치료[근골격계질환],110001,강남구,110000,서울,34,청담병원,체외충격파치치료(0),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,410000,EZ7770000,"기능 검사료(외피, 근골 기능 검사)/동적 족저압측정",110001,강남구,110000,서울,94,청담병원,회복기-GVA-W(동적족저압측정),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,35000,3Z5201106,예방접종료/인플루엔자(독감)/지씨플루쿼드리밸런트프리필드시린지주,110001,강남구,110000,서울,88,청담병원,지씨플루퀴드리밸런트주,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,80000,EB4710000,"초음파검사료(진단초음파)/근골격, 연부-연부조직 초음파/정밀 ",110001,강남구,110000,서울,99,청담병원,"근골격,연부-관절 정밀초음파-(2)(편측)",JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,820000,EZ7770000,"기능 검사료(외피, 근골 기능 검사)/동적 족저압측정",110001,강남구,110000,서울,96,청담병원,GVA-W(동적 족저압 측정),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,66000,QZ9620000,처치 및 수술료(기타)/경두개자기자극술,110001,강남구,110000,서울,68,청담병원,rTMS(경두개자기자극치료),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,80000,MY1420000,이학요법료/증식치료/사지관절부위,110001,강남구,110000,서울,55,청담병원,MY142 (사지관절부위 증식치료),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,820000,EZ7770000,"기능 검사료(외피, 근골 기능 검사)/동적 족저압측정",110001,강남구,110000,서울,95,청담병원,GVA-2(동적 족저압 측정),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,40000,EB4650000,"초음파검사료(진단초음파)/근골격, 연부-관절 초음파/고관절",110001,강남구,110000,서울,46,청담병원,"근골격,연부-관절 일반초음파-고관절(편측)",JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,120000,3Z5201701,예방접종료/폐렴구균/프리베나13주,110001,강남구,110000,서울,91,청담병원,폐렴예방주사1(프리베나 13주),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,170000,FZ6890000,기능 검사료(신경계 기능검사)/언어전반진단검사,110001,강남구,110000,서울,59,청담병원,언어평가 1(1회)(비급여),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,1000,PDZ160000,제증명수수료/제증명서 사본,110001,강남구,110000,서울,30,청담병원,진단서 추가사본,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,1000,PDZ110101,제증명수수료/진료기록사본/1~5매,110001,강남구,110000,서울,74,청담병원,진료기록사본(1~5),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,100000,PDZ070003,제증명수수료/후유장애진단서,110001,강남구,110000,서울,14,청담병원,후유장애진단서,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,40000,EB4660000,"초음파검사료(진단초음파)/근골격, 연부-관절 초음파/견관절",110001,강남구,110000,서울,47,청담병원,"근골격,연부-관절 일반초음파-견관절(편측)",JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,35000,CZ3940000,검체검사료/인플루엔자 A·B 바이러스항원검사[현장검사],110001,강남구,110000,서울,40,청담병원,인플루엔자Kit검사,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,100000,EZ7770000,"기능 검사료(외피, 근골 기능 검사)/동적 족저압측정",110001,강남구,110000,서울,93,청담병원,동적족저압측정-관절보행,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,10000,PDZ030000,제증명수수료/사망진단서,110001,강남구,110000,서울,11,청담병원,사망진단서,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,160000,MX1220000,이학요법료/도수치료,110001,강남구,110000,서울,52,청담병원,도수치료 2(비급여),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,95000,EB4890000,초음파검사료(진단초음파)/혈관-사지혈관 도플러 초음파/하지 정맥류,110001,강남구,110000,서울,97,청담병원,혈관압박 초음파검사(편측),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,68000,MZ0090000,이학요법료/전산화 인지재활치료[주의·기억],110001,강남구,110000,서울,72,청담병원,전산화 인지재활치료  [주의·기억-2],JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,100000,FY8910000,기능 검사료(신경계 기능검사)/자율신경계이상검사/기립성혈압검사,110001,강남구,110000,서울,89,청담병원,자율신경계이상검사,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,120000,EB4710000,"초음파검사료(진단초음파)/근골격, 연부-연부조직 초음파/정밀 ",110001,강남구,110000,서울,101,청담병원,"근골격,연부-관절 정밀초음파-(4)(편측)",JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,20000,PDZ010000,제증명수수료/진단서/일반,110001,강남구,110000,서울,8,청담병원,진단서(일반),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,28000,MZ0070000,이학요법료/신장분사치료,110001,강남구,110000,서울,70,청담병원,신장분사치료(stretch and spray therapy)(2근육),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,240000,MX1220000,이학요법료/도수치료,110001,강남구,110000,서울,71,청담병원,도수치료 3(비급여),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
99991231,20250903,21,병원,170000,EB4820000,초음파검사료(진단초음파)/혈관-두개외 혈관 도플러 초음파/경동맥,110001,강남구,110000,서울,61,청담병원,경동맥초음파,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,http://www.cdrusk.co.kr/renewal/sub/sub07/sub0701.php?ptype=view&idx=5815&page=1&code=payment
